Play #,State,Action,Reward,Next State,Terminated
6,[-0.2971399  -0.00048643],0,-1.0,[-0.30019712 -0.0030572 ],0
6,[-0.30019712 -0.0030572 ],0,-1.0,[-0.30580717 -0.00561007],0
6,[-0.30580717 -0.00561007],0,-1.0,[-0.31393692 -0.00812974],0
6,[-0.31393692 -0.00812974],0,-1.0,[-0.32453746 -0.01060055],0
6,[-0.32453746 -0.01060055],0,-1.0,[-0.33754382 -0.01300634],0
6,[-0.33754382 -0.01300634],0,-1.0,[-0.35287422 -0.01533042],0
6,[-0.35287422 -0.01533042],0,-1.0,[-0.3704298 -0.0175556],0
6,[-0.3704298 -0.0175556],0,-1.0,[-0.3900942  -0.01966437],0
6,[-0.3900942  -0.01966437],0,-1.0,[-0.4117333  -0.02163909],0
6,[-0.4117333  -0.02163909],0,-1.0,[-0.4351957  -0.02346243],0
6,[-0.4351957  -0.02346243],0,-1.0,[-0.4603134 -0.0251177],0
6,[-0.4603134 -0.0251177],0,-1.0,[-0.48690292 -0.0265895 ],0
6,[-0.48690292 -0.0265895 ],0,-1.0,[-0.51476705 -0.02786416],0
6,[-0.51476705 -0.02786416],0,-1.0,[-0.5436975  -0.02893039],0
6,[-0.5436975  -0.02893039],0,-1.0,[-0.5734772  -0.02977974],0
6,[-0.5734772  -0.02977974],0,-1.0,[-0.6038843  -0.03040705],0
6,[-0.6038843  -0.03040705],0,-1.0,[-0.63469493 -0.03081071],0
6,[-0.63469493 -0.03081071],0,-1.0,[-0.6656878  -0.03099283],0
6,[-0.6656878  -0.03099283],0,-1.0,[-0.6966469  -0.03095914],0
6,[-0.6966469  -0.03095914],0,-1.0,[-0.72736573 -0.0307188 ],0
6,[-0.72736573 -0.0307188 ],0,-1.0,[-0.7576497  -0.03028397],0
6,[-0.7576497  -0.03028397],0,-1.0,[-0.787319   -0.02966931],0
6,[-0.787319   -0.02966931],0,-1.0,[-0.8162104  -0.02889139],0
6,[-0.8162104  -0.02889139],0,-1.0,[-0.8441784  -0.02796799],0
6,[-0.8441784  -0.02796799],1,-1.0,[-0.8700959  -0.02591752],0
6,[-0.8700959  -0.02591752],1,-1.0,[-0.8938581  -0.02376216],0
6,[-0.8938581  -0.02376216],1,-1.0,[-0.9153801  -0.02152205],0
6,[-0.9153801  -0.02152205],2,-1.0,[-0.9335951  -0.01821499],0
6,[-0.9335951  -0.01821499],2,-1.0,[-0.9484539  -0.01485878],0
6,[-0.9484539  -0.01485878],2,-1.0,[-0.95992154 -0.01146767],0
6,[-0.95992154 -0.01146767],2,-1.0,[-0.9679744  -0.00805287],0
6,[-0.9679744  -0.00805287],2,-1.0,[-0.9725976  -0.00462315],0
6,[-0.9725976  -0.00462315],2,-1.0,[-0.9737831 -0.0011855],0
6,[-0.9737831 -0.0011855],2,-1.0,[-0.97152895  0.00225412],0
6,[-0.97152895  0.00225412],2,-1.0,[-0.96583897  0.00568998],0
6,[-0.96583897  0.00568998],2,-1.0,[-0.9567231   0.00911588],0
6,[-0.9567231   0.00911588],2,-1.0,[-0.9441987   0.01252436],0
6,[-0.9441987   0.01252436],2,-1.0,[-0.9282928   0.01590595],0
6,[-0.9282928   0.01590595],2,-1.0,[-0.9090442   0.01924858],0
6,[-0.9090442   0.01924858],2,-1.0,[-0.8865073   0.02253691],0
6,[-0.8865073   0.02253691],2,-1.0,[-0.8607553  0.025752 ],0
6,[-0.8607553  0.025752 ],2,-1.0,[-0.83188426  0.02887104],0
6,[-0.83188426  0.02887104],2,-1.0,[-0.8000169   0.03186737],0
6,[-0.8000169   0.03186737],2,-1.0,[-0.76530594  0.03471094],0
6,[-0.76530594  0.03471094],2,-1.0,[-0.7279369   0.03736901],0
6,[-0.7279369   0.03736901],2,-1.0,[-0.6881296   0.03980735],0
6,[-0.6881296   0.03980735],2,-1.0,[-0.6461378   0.04199183],0
6,[-0.6461378   0.04199183],2,-1.0,[-0.6022475   0.04389031],0
6,[-0.6022475   0.04389031],2,-1.0,[-0.55677277  0.04547472],0
6,[-0.55677277  0.04547472],2,-1.0,[-0.51004964  0.04672311],0
6,[-0.51004964  0.04672311],2,-1.0,[-0.46242812  0.04762152],0
6,[-0.46242812  0.04762152],2,-1.0,[-0.4142628   0.04816531],0
6,[-0.4142628   0.04816531],2,-1.0,[-0.3659029   0.04835992],0
6,[-0.3659029   0.04835992],2,-1.0,[-0.31768206  0.04822082],0
6,[-0.31768206  0.04822082],2,-1.0,[-0.26990926  0.04777282],0
6,[-0.26990926  0.04777282],2,-1.0,[-0.22286068  0.04704858],0
6,[-0.22286068  0.04704858],2,-1.0,[-0.17677385  0.04608683],0
6,[-0.17677385  0.04608683],2,-1.0,[-0.13184364  0.04493021],0
6,[-0.13184364  0.04493021],2,-1.0,[-0.0882204   0.04362323],0
6,[-0.0882204   0.04362323],2,-1.0,[-0.04601012  0.04221028],0
6,[-0.04601012  0.04221028],2,-1.0,[-0.00527606  0.04073406],0
6,[-0.00527606  0.04073406],2,-1.0,[0.03395831 0.03923437],0
6,[0.03395831 0.03923437],2,-1.0,[0.07170564 0.03774733],0
6,[0.07170564 0.03774733],2,-1.0,[0.1080106  0.03630495],0
6,[0.1080106  0.03630495],2,-1.0,[0.14294565 0.03493506],0
6,[0.14294565 0.03493506],2,-1.0,[0.17660709 0.03366143],0
6,[0.17660709 0.03366143],2,-1.0,[0.20911127 0.03250419],0
6,[0.20911127 0.03250419],2,-1.0,[0.24059147 0.0314802 ],0
6,[0.24059147 0.0314802 ],2,-1.0,[0.27119508 0.03060361],0
6,[0.27119508 0.03060361],2,-1.0,[0.30108145 0.02988637],0
6,[0.30108145 0.02988637],2,-1.0,[0.33042017 0.02933871],0
6,[0.33042017 0.02933871],2,-1.0,[0.35938978 0.02896962],0
6,[0.35938978 0.02896962],2,-1.0,[0.38817704 0.02878726],0
6,[0.38817704 0.02878726],2,-1.0,[0.41697633 0.02879931],0
6,[0.41697633 0.02879931],2,-1.0,[0.44598955 0.02901321],0
6,[0.44598955 0.02901321],2,-1.0,[0.47542593 0.02943638],0
6,[0.47542593 0.02943638],2,-1.0,[0.5055023  0.03007634],1
7,"(array([-0.46037748,  0.        ], dtype=float32), {})",2,-1.0,[-0.4598488   0.00052868],0
7,[-0.4598488   0.00052868],2,-1.0,[-0.45879534  0.00105346],0
7,[-0.45879534  0.00105346],2,-1.0,[-0.45722485  0.00157049],0
7,[-0.45722485  0.00157049],2,-1.0,[-0.45514888  0.00207597],0
7,[-0.45514888  0.00207597],2,-1.0,[-0.4525827  0.0025662],0
7,[-0.4525827  0.0025662],2,-1.0,[-0.4495451  0.0030376],0
7,[-0.4495451  0.0030376],2,-1.0,[-0.44605833  0.00348675],0
7,[-0.44605833  0.00348675],2,-1.0,[-0.4421479   0.00391043],0
7,[-0.4421479   0.00391043],2,-1.0,[-0.43784228  0.00430561],0
7,[-0.43784228  0.00430561],2,-1.0,[-0.4331728   0.00466951],0
7,[-0.4331728   0.00466951],2,-1.0,[-0.42817318  0.0049996 ],0
7,[-0.42817318  0.0049996 ],2,-1.0,[-0.42287955  0.00529364],0
7,[-0.42287955  0.00529364],2,-1.0,[-0.41732985  0.00554969],0
7,[-0.41732985  0.00554969],2,-1.0,[-0.41156375  0.00576611],0
7,[-0.41156375  0.00576611],2,-1.0,[-0.40562218  0.00594157],0
7,[-0.40562218  0.00594157],2,-1.0,[-0.39954707  0.00607511],0
7,[-0.39954707  0.00607511],2,-1.0,[-0.39338103  0.00616605],0
7,[-0.39338103  0.00616605],2,-1.0,[-0.38716695  0.00621407],0
7,[-0.38716695  0.00621407],2,-1.0,[-0.3809478   0.00621916],0
7,[-0.3809478   0.00621916],2,-1.0,[-0.37476614  0.00618164],0
7,[-0.37476614  0.00618164],2,-1.0,[-0.36866406  0.00610211],0
7,[-0.36866406  0.00610211],2,-1.0,[-0.36268255  0.00598149],0
7,[-0.36268255  0.00598149],2,-1.0,[-0.3568616   0.00582095],0
7,[-0.3568616   0.00582095],2,-1.0,[-0.35123968  0.00562193],0
7,[-0.35123968  0.00562193],2,-1.0,[-0.3458536   0.00538607],0
7,[-0.3458536   0.00538607],2,-1.0,[-0.34073833  0.00511527],0
7,[-0.34073833  0.00511527],2,-1.0,[-0.33592677  0.00481157],0
7,[-0.33592677  0.00481157],2,-1.0,[-0.33144954  0.00447723],0
7,[-0.33144954  0.00447723],2,-1.0,[-0.32733494  0.0041146 ],0
7,[-0.32733494  0.0041146 ],2,-1.0,[-0.32360873  0.00372621],0
7,[-0.32360873  0.00372621],2,-1.0,[-0.32029405  0.00331467],0
7,[-0.32029405  0.00331467],2,-1.0,[-0.3174114   0.00288267],0
7,[-0.3174114   0.00288267],2,-1.0,[-0.31497836  0.00243301],0
7,[-0.31497836  0.00243301],2,-1.0,[-0.31300983  0.00196852],0
7,[-0.31300983  0.00196852],2,-1.0,[-0.31151775  0.0014921 ],0
7,[-0.31151775  0.0014921 ],2,-1.0,[-0.31051108  0.00100665],0
7,[-0.31051108  0.00100665],2,-1.0,[-0.30999595  0.00051514],0
7,[-0.30999595  0.00051514],2,-1.0,[-3.0997542e-01  2.0531241e-05],0
7,[-3.0997542e-01  2.0531241e-05],2,-1.0,[-0.31044963 -0.0004742 ],0
7,[-0.31044963 -0.0004742 ],2,-1.0,[-0.3114157  -0.00096608],0
7,[-0.3114157  -0.00096608],2,-1.0,[-0.31286785 -0.00145214],0
7,[-0.31286785 -0.00145214],2,-1.0,[-0.31479728 -0.00192943],0
7,[-0.31479728 -0.00192943],1,-1.0,[-0.3181923  -0.00339502],0
7,[-0.3181923  -0.00339502],1,-1.0,[-0.3230322 -0.0048399],0
7,[-0.3230322 -0.0048399],1,-1.0,[-0.32928723 -0.00625502],0
7,[-0.32928723 -0.00625502],0,-1.0,[-0.33791843 -0.00863121],0
7,[-0.33791843 -0.00863121],0,-1.0,[-0.34887132 -0.0109529 ],0
7,[-0.34887132 -0.0109529 ],0,-1.0,[-0.36207548 -0.01320416],0
7,[-0.36207548 -0.01320416],0,-1.0,[-0.3774442  -0.01536873],0
7,[-0.3774442  -0.01536873],0,-1.0,[-0.3948743 -0.0174301],0
7,[-0.3948743 -0.0174301],0,-1.0,[-0.41424605 -0.01937172],0
7,[-0.41424605 -0.01937172],0,-1.0,[-0.43542328 -0.02117723],0
7,[-0.43542328 -0.02117723],0,-1.0,[-0.45825413 -0.02283086],0
7,[-0.45825413 -0.02283086],0,-1.0,[-0.48257196 -0.02431782],0
7,[-0.48257196 -0.02431782],0,-1.0,[-0.5081967  -0.02562474],0
7,[-0.5081967  -0.02562474],0,-1.0,[-0.5349369  -0.02674022],0
7,[-0.5349369  -0.02674022],0,-1.0,[-0.5625921 -0.0276552],0
7,[-0.5625921 -0.0276552],0,-1.0,[-0.5909555  -0.02836341],0
7,[-0.5909555  -0.02836341],0,-1.0,[-0.6198172  -0.02886167],0
7,[-0.6198172  -0.02886167],0,-1.0,[-0.6489672  -0.02915001],0
7,[-0.6489672  -0.02915001],0,-1.0,[-0.67819893 -0.02923176],0
7,[-0.67819893 -0.02923176],0,-1.0,[-0.70731235 -0.02911338],0
7,[-0.70731235 -0.02911338],0,-1.0,[-0.7361166  -0.02880423],0
7,[-0.7361166  -0.02880423],0,-1.0,[-0.7644327  -0.02831616],0
7,[-0.7644327  -0.02831616],0,-1.0,[-0.7920957 -0.027663 ],0
7,[-0.7920957 -0.027663 ],0,-1.0,[-0.8189558  -0.02686007],0
7,[-0.8189558  -0.02686007],0,-1.0,[-0.8448794  -0.02592359],0
7,[-0.8448794  -0.02592359],1,-1.0,[-0.8687495  -0.02387012],0
7,[-0.8687495  -0.02387012],1,-1.0,[-0.8904694  -0.02171988],0
7,[-0.8904694  -0.02171988],1,-1.0,[-0.90996057 -0.01949117],0
7,[-0.90996057 -0.01949117],2,-1.0,[-0.92616063 -0.01620008],0
7,[-0.92616063 -0.01620008],2,-1.0,[-0.93902373 -0.01286309],0
7,[-0.93902373 -0.01286309],2,-1.0,[-0.94851726 -0.00949358],0
7,[-0.94851726 -0.00949358],2,-1.0,[-0.9546196  -0.00610233],0
7,[-0.9546196  -0.00610233],2,-1.0,[-0.95731777 -0.00269813],0
7,[-0.95731777 -0.00269813],2,-1.0,[-9.566062e-01  7.115356e-04],0
7,[-9.566062e-01  7.115356e-04],2,-1.0,[-0.95248646  0.00411978],0
7,[-0.95248646  0.00411978],2,-1.0,[-0.9449669   0.00751954],0
7,[-0.9449669   0.00751954],2,-1.0,[-0.93406403  0.01090288],0
7,[-0.93406403  0.01090288],2,-1.0,[-0.91980374  0.01426027],0
7,[-0.91980374  0.01426027],2,-1.0,[-0.9022238  0.0175799],0
7,[-0.9022238  0.0175799],2,-1.0,[-0.8813767   0.02084716],0
7,[-0.8813767   0.02084716],2,-1.0,[-0.8573325   0.02404415],0
7,[-0.8573325   0.02404415],2,-1.0,[-0.8301831   0.02714945],0
7,[-0.8301831   0.02714945],2,-1.0,[-0.800045    0.03013808],0
7,[-0.800045    0.03013808],2,-1.0,[-0.7670632   0.03298179],0
7,[-0.7670632   0.03298179],2,-1.0,[-0.73141354  0.0356497 ],0
7,[-0.73141354  0.0356497 ],2,-1.0,[-0.69330424  0.03810928],0
7,[-0.69330424  0.03810928],2,-1.0,[-0.65297645  0.0403278 ],0
7,[-0.65297645  0.0403278 ],2,-1.0,[-0.61070246  0.04227395],0
7,[-0.61070246  0.04227395],2,-1.0,[-0.56678265  0.04391982],0
7,[-0.56678265  0.04391982],2,-1.0,[-0.52153987  0.04524279],0
7,[-0.52153987  0.04524279],2,-1.0,[-0.4753125   0.04622735],0
7,[-0.4753125   0.04622735],2,-1.0,[-0.42844605  0.04686647],0
7,[-0.42844605  0.04686647],2,-1.0,[-0.38128355  0.04716248],0
7,[-0.38128355  0.04716248],2,-1.0,[-0.3341563   0.04712725],0
7,[-0.3341563   0.04712725],2,-1.0,[-0.28737465  0.04678169],0
7,[-0.28737465  0.04678169],2,-1.0,[-0.24122001  0.04615462],0
7,[-0.24122001  0.04615462],2,-1.0,[-0.19593886  0.04528115],0
7,[-0.19593886  0.04528115],2,-1.0,[-0.15173808  0.04420077],0
7,[-0.15173808  0.04420077],2,-1.0,[-0.10878273  0.04295535],0
7,[-0.10878273  0.04295535],2,-1.0,[-0.06719542  0.0415873 ],0
7,[-0.06719542  0.0415873 ],2,-1.0,[-0.0270575   0.04013793],0
7,[-0.0270575   0.04013793],2,-1.0,[0.01158866 0.03864616],0
7,[0.01158866 0.03864616],2,-1.0,[0.04873634 0.03714767],0
7,[0.04873634 0.03714767],2,-1.0,[0.08441068 0.03567434],0
7,[0.08441068 0.03567434],2,-1.0,[0.11866476 0.03425408],0
7,[0.11866476 0.03425408],2,-1.0,[0.15157558 0.03291082],0
7,[0.15157558 0.03291082],2,-1.0,[0.18324046 0.03166487],0
7,[0.18324046 0.03166487],2,-1.0,[0.21377365 0.0305332 ],0
7,[0.21377365 0.0305332 ],2,-1.0,[0.24330358 0.02952993],0
7,[0.24330358 0.02952993],2,-1.0,[0.27197042 0.02866685],0
7,[0.27197042 0.02866685],2,-1.0,[0.29992425 0.02795384],0
7,[0.29992425 0.02795384],2,-1.0,[0.32732365 0.02739936],0
7,[0.32732365 0.02739936],2,-1.0,[0.35433453 0.0270109 ],0
7,[0.35433453 0.0270109 ],2,-1.0,[0.3811298  0.02679528],0
7,[0.3811298  0.02679528],2,-1.0,[0.4078888 0.026759 ],0
7,[0.4078888 0.026759 ],2,-1.0,[0.43479732 0.0269085 ],0
7,[0.43479732 0.0269085 ],2,-1.0,[0.46204764 0.02725034],0
7,[0.46204764 0.02725034],2,-1.0,[0.48983896 0.02779132],0
7,[0.48983896 0.02779132],2,-1.0,[0.51837754 0.02853856],1
8,"(array([-0.5967107,  0.       ], dtype=float32), {})",2,-1.0,[-0.59516674  0.00154395],0
8,[-0.59516674  0.00154395],2,-1.0,[-0.59209013  0.0030766 ],0
8,[-0.59209013  0.0030766 ],2,-1.0,[-0.5875035   0.00458668],0
8,[-0.5875035   0.00458668],2,-1.0,[-0.58144045  0.00606303],0
8,[-0.58144045  0.00606303],2,-1.0,[-0.57394576  0.00749467],0
8,[-0.57394576  0.00749467],2,-1.0,[-0.5650749   0.00887084],0
8,[-0.5650749   0.00887084],2,-1.0,[-0.55489385  0.01018111],0
8,[-0.55489385  0.01018111],2,-1.0,[-0.54347837  0.01141548],0
8,[-0.54347837  0.01141548],2,-1.0,[-0.5309139   0.01256448],0
8,[-0.5309139   0.01256448],2,-1.0,[-0.5172945   0.01361934],0
8,[-0.5172945   0.01361934],2,-1.0,[-0.50272244  0.01457206],0
8,[-0.50272244  0.01457206],2,-1.0,[-0.48730686  0.01541559],0
8,[-0.48730686  0.01541559],2,-1.0,[-0.47116292  0.01614394],0
8,[-0.47116292  0.01614394],2,-1.0,[-0.45441064  0.01675229],0
8,[-0.45441064  0.01675229],2,-1.0,[-0.43717352  0.0172371 ],0
8,[-0.43717352  0.0172371 ],2,-1.0,[-0.4195774   0.01759615],0
8,[-0.4195774   0.01759615],2,-1.0,[-0.40174878  0.01782859],0
8,[-0.40174878  0.01782859],2,-1.0,[-0.38381386  0.01793493],0
8,[-0.38381386  0.01793493],2,-1.0,[-0.36589685  0.017917  ],0
8,[-0.36589685  0.017917  ],2,-1.0,[-0.348119    0.01777787],0
8,[-0.348119    0.01777787],2,-1.0,[-0.33059725  0.01752173],0
8,[-0.33059725  0.01752173],2,-1.0,[-0.3134435   0.01715375],0
8,[-0.3134435   0.01715375],2,-1.0,[-0.29676357  0.01667995],0
8,[-0.29676357  0.01667995],2,-1.0,[-0.28065658  0.01610698],0
8,[-0.28065658  0.01610698],2,-1.0,[-0.2652146   0.01544199],0
8,[-0.2652146   0.01544199],2,-1.0,[-0.25052214  0.01469243],0
8,[-0.25052214  0.01469243],2,-1.0,[-0.23665626  0.01386588],0
8,[-0.23665626  0.01386588],2,-1.0,[-0.22368635  0.01296993],0
8,[-0.22368635  0.01296993],2,-1.0,[-0.21167433  0.01201202],0
8,[-0.21167433  0.01201202],2,-1.0,[-0.20067495  0.01099937],0
8,[-0.20067495  0.01099937],2,-1.0,[-0.19073607  0.00993889],0
8,[-0.19073607  0.00993889],2,-1.0,[-0.18189894  0.00883713],0
8,[-0.18189894  0.00883713],2,-1.0,[-0.17419873  0.00770021],0
8,[-0.17419873  0.00770021],2,-1.0,[-0.16766483  0.0065339 ],0
8,[-0.16766483  0.0065339 ],2,-1.0,[-0.16232128  0.00534354],0
8,[-0.16232128  0.00534354],2,-1.0,[-0.15818715  0.00413414],0
8,[-0.15818715  0.00413414],2,-1.0,[-0.15527673  0.00291041],0
8,[-0.15527673  0.00291041],2,-1.0,[-0.15359995  0.00167679],0
8,[-0.15359995  0.00167679],1,-1.0,[-0.15416239 -0.00056245],0
8,[-0.15416239 -0.00056245],1,-1.0,[-0.15696222 -0.00279982],0
8,[-0.15696222 -0.00279982],1,-1.0,[-0.16198996 -0.00502773],0
8,[-0.16198996 -0.00502773],1,-1.0,[-0.16922824 -0.00723829],0
8,[-0.16922824 -0.00723829],0,-1.0,[-0.17965122 -0.01042297],0
8,[-0.17965122 -0.01042297],0,-1.0,[-0.1932198  -0.01356859],0
8,[-0.1932198  -0.01356859],0,-1.0,[-0.20988001 -0.01666021],0
8,[-0.20988001 -0.01666021],0,-1.0,[-0.2295608  -0.01968081],0
8,[-0.2295608  -0.01968081],0,-1.0,[-0.25217184 -0.02261102],0
8,[-0.25217184 -0.02261102],0,-1.0,[-0.27760094 -0.0254291 ],0
8,[-0.27760094 -0.0254291 ],0,-1.0,[-0.30571204 -0.02811111],0
8,[-0.30571204 -0.02811111],0,-1.0,[-0.33634338 -0.03063135],0
8,[-0.33634338 -0.03063135],0,-1.0,[-0.36930645 -0.03296306],0
8,[-0.36930645 -0.03296306],0,-1.0,[-0.4043858  -0.03507937],0
8,[-0.4043858  -0.03507937],0,-1.0,[-0.44134033 -0.03695453],0
8,[-0.44134033 -0.03695453],0,-1.0,[-0.47990555 -0.03856522],0
8,[-0.47990555 -0.03856522],0,-1.0,[-0.51979756 -0.03989198],0
8,[-0.51979756 -0.03989198],0,-1.0,[-0.56071806 -0.04092049],0
8,[-0.56071806 -0.04092049],0,-1.0,[-0.6023607  -0.04164267],0
8,[-0.6023607  -0.04164267],0,-1.0,[-0.6444181  -0.04205744],0
8,[-0.6444181  -0.04205744],0,-1.0,[-0.6865891  -0.04217101],0
8,[-0.6865891  -0.04217101],0,-1.0,[-0.72858584 -0.04199671],0
8,[-0.72858584 -0.04199671],0,-1.0,[-0.77014023 -0.04155439],0
8,[-0.77014023 -0.04155439],0,-1.0,[-0.8110096  -0.04086937],0
8,[-0.8110096  -0.04086937],0,-1.0,[-0.85098076 -0.03997112],0
8,[-0.85098076 -0.03997112],1,-1.0,[-0.8888726  -0.03789189],0
8,[-0.8888726  -0.03789189],1,-1.0,[-0.92454123 -0.03566863],0
8,[-0.92454123 -0.03566863],1,-1.0,[-0.9578773  -0.03333598],0
8,[-0.9578773  -0.03333598],2,-1.0,[-0.98780245 -0.0299252 ],0
8,[-0.98780245 -0.0299252 ],2,-1.0,[-1.0142672  -0.02646479],0
8,[-1.0142672  -0.02646479],2,-1.0,[-1.0372442  -0.02297698],0
8,[-1.0372442  -0.02297698],2,-1.0,[-1.0567223  -0.01947809],0
8,[-1.0567223  -0.01947809],2,-1.0,[-1.0727015  -0.01597911],0
8,[-1.0727015  -0.01597911],2,-1.0,[-1.0851878  -0.01248642],0
8,[-1.0851878  -0.01248642],2,-1.0,[-1.0941905  -0.00900264],0
8,[-1.0941905  -0.00900264],2,-1.0,[-1.099718   -0.00552745],0
8,[-1.099718   -0.00552745],2,-1.0,[-1.1017764  -0.00205841],0
8,[-1.1017764  -0.00205841],2,-1.0,[-1.1003681   0.00140815],0
8,[-1.1003681   0.00140815],2,-1.0,[-1.0954918   0.00487641],0
8,[-1.0954918   0.00487641],2,-1.0,[-1.0871415   0.00835022],0
8,[-1.0871415   0.00835022],2,-1.0,[-1.0753093   0.01183229],0
8,[-1.0753093   0.01183229],2,-1.0,[-1.0599859  0.0153234],0
8,[-1.0599859  0.0153234],2,-1.0,[-1.0411643   0.01882157],0
8,[-1.0411643   0.01882157],2,-1.0,[-1.0188432   0.02232116],0
8,[-1.0188432   0.02232116],2,-1.0,[-0.993031    0.02581212],0
8,[-0.993031    0.02581212],2,-1.0,[-0.96375185  0.02927918],0
8,[-0.96375185  0.02927918],2,-1.0,[-0.9310506   0.03270125],0
8,[-0.9310506   0.03270125],2,-1.0,[-0.89499956  0.03605102],0
8,[-0.89499956  0.03605102],2,-1.0,[-0.85570467  0.03929492],0
8,[-0.85570467  0.03929492],2,-1.0,[-0.81331104  0.04239361],0
8,[-0.81331104  0.04239361],2,-1.0,[-0.768008    0.04530304],0
8,[-0.768008    0.04530304],2,-1.0,[-0.7200318   0.04797621],0
8,[-0.7200318   0.04797621],2,-1.0,[-0.6696662   0.05036566],0
8,[-0.6696662   0.05036566],2,-1.0,[-0.6172397   0.05242644],0
8,[-0.6172397   0.05242644],2,-1.0,[-0.5631201   0.05411955],0
8,[-0.5631201   0.05411955],2,-1.0,[-0.5077049   0.05541527],0
8,[-0.5077049   0.05541527],2,-1.0,[-0.45140877  0.05629611],0
8,[-0.45140877  0.05629611],2,-1.0,[-0.3946499  0.0567589],0
8,[-0.3946499  0.0567589],2,-1.0,[-0.33783415  0.05681573],0
8,[-0.33783415  0.05681573],2,-1.0,[-0.28134066  0.0564935 ],0
8,[-0.28134066  0.0564935 ],2,-1.0,[-0.2255083   0.05583234],0
8,[-0.2255083   0.05583234],2,-1.0,[-0.17062534  0.05488296],0
8,[-0.17062534  0.05488296],2,-1.0,[-0.11692195  0.05370339],0
8,[-0.11692195  0.05370339],2,-1.0,[-0.06456634  0.05235562],0
8,[-0.06456634  0.05235562],2,-1.0,[-0.01366397  0.05090237],0
8,[-0.01366397  0.05090237],2,-1.0,[0.0357405  0.04940447],0
8,[0.0357405  0.04940447],2,-1.0,[0.08365933 0.04791883],0
8,[0.08365933 0.04791883],2,-1.0,[0.13015649 0.04649715],0
8,[0.13015649 0.04649715],2,-1.0,[0.1753418  0.04518533],0
8,[0.1753418  0.04518533],2,-1.0,[0.2193651 0.0440233],0
8,[0.2193651 0.0440233],2,-1.0,[0.26241052 0.04304541],0
8,[0.26241052 0.04304541],2,-1.0,[0.3046914  0.04228088],0
8,[0.3046914  0.04228088],2,-1.0,[0.34644598 0.04175457],0
8,[0.34644598 0.04175457],2,-1.0,[0.38793355 0.04148759],0
8,[0.38793355 0.04148759],2,-1.0,[0.42943153 0.04149796],0
8,[0.42943153 0.04149796],2,-1.0,[0.4712326  0.04180107],0
8,[0.4712326  0.04180107],2,-1.0,[0.51364255 0.04240993],1
9,"(array([-0.49479827,  0.        ], dtype=float32), {})",2,-1.0,[-0.494014    0.00078426],0
9,[-0.494014    0.00078426],2,-1.0,[-0.49245134  0.00156267],0
9,[-0.49245134  0.00156267],2,-1.0,[-0.49012193  0.0023294 ],0
9,[-0.49012193  0.0023294 ],2,-1.0,[-0.48704317  0.00307875],0
9,[-0.48704317  0.00307875],2,-1.0,[-0.48323804  0.00380513],0
9,[-0.48323804  0.00380513],2,-1.0,[-0.47873488  0.00450317],0
9,[-0.47873488  0.00450317],2,-1.0,[-0.4735672  0.0051677],0
9,[-0.4735672  0.0051677],2,-1.0,[-0.46777332  0.00579387],0
9,[-0.46777332  0.00579387],2,-1.0,[-0.4613962   0.00637714],0
9,[-0.4613962   0.00637714],2,-1.0,[-0.45448285  0.00691332],0
9,[-0.45448285  0.00691332],2,-1.0,[-0.4470842   0.00739866],0
9,[-0.4470842   0.00739866],2,-1.0,[-0.43925437  0.00782982],0
9,[-0.43925437  0.00782982],2,-1.0,[-0.43105042  0.00820397],0
9,[-0.43105042  0.00820397],2,-1.0,[-0.42253166  0.00851874],0
9,[-0.42253166  0.00851874],2,-1.0,[-0.41375938  0.0087723 ],0
9,[-0.41375938  0.0087723 ],2,-1.0,[-0.40479603  0.00896333],0
9,[-0.40479603  0.00896333],2,-1.0,[-0.39570498  0.00909105],0
9,[-0.39570498  0.00909105],2,-1.0,[-0.38654977  0.00915521],0
9,[-0.38654977  0.00915521],2,-1.0,[-0.37739372  0.00915606],0
9,[-0.37739372  0.00915606],2,-1.0,[-0.3682994   0.00909434],0
9,[-0.3682994   0.00909434],2,-1.0,[-0.3593281   0.00897128],0
9,[-0.3593281   0.00897128],2,-1.0,[-0.3505396   0.00878852],0
9,[-0.3505396   0.00878852],2,-1.0,[-0.34199148  0.0085481 ],0
9,[-0.34199148  0.0085481 ],2,-1.0,[-0.33373904  0.00825244],0
9,[-0.33373904  0.00825244],2,-1.0,[-0.3258348   0.00790424],0
9,[-0.3258348   0.00790424],2,-1.0,[-0.3183283   0.00750651],0
9,[-0.3183283   0.00750651],2,-1.0,[-0.31126583  0.00706246],0
9,[-0.31126583  0.00706246],2,-1.0,[-0.30469036  0.00657549],0
9,[-0.30469036  0.00657549],2,-1.0,[-0.29864118  0.00604918],0
9,[-0.29864118  0.00604918],2,-1.0,[-0.293154    0.00548718],0
9,[-0.293154    0.00548718],2,-1.0,[-0.28826073  0.00489327],0
9,[-0.28826073  0.00489327],2,-1.0,[-0.2839895   0.00427125],0
9,[-0.2839895   0.00427125],2,-1.0,[-0.28036448  0.00362499],0
9,[-0.28036448  0.00362499],2,-1.0,[-0.2774061   0.00295837],0
9,[-0.2774061   0.00295837],2,-1.0,[-0.27513084  0.00227528],0
9,[-0.27513084  0.00227528],2,-1.0,[-0.27355123  0.00157961],0
9,[-0.27355123  0.00157961],2,-1.0,[-0.27267596  0.00087525],0
9,[-0.27267596  0.00087525],1,-1.0,[-0.27350986 -0.0008339 ],0
